"time_stamp,""humidity"",""temperature"",""topic"""
"2024-12-19 17:22:34.676179000,""4"",""20"",""DHT11"""
"2024-12-19 17:19:46.382243000,""35"",""19"",""DHT11"""
"2024-12-19 20:10:59.832173000,""32"",""19"",""DHT11"""
"2024-12-19 00:45:20.187360000,""23"",""19"",""DHT11"""
"2024-12-19 17:12:54.986499000,""35"",""19"",""DHT11"""
"2024-12-19 17:34:45.227714000,""35"",""20"",""DHT11"""
"2024-12-19 20:18:41.277636000,""33"",""20"",""DHT11"""
"2024-12-19 20:22:02.484572000,""32"",""19"",""DHT11"""
"2024-12-19 20:18:59.881717000,""32"",""20"",""DHT11"""
"2024-12-19 17:22:28.606749000,""2"",""20"",""DHT11"""
"2024-12-19 20:09:05.539348000,""33"",""19"",""DHT11"""
"2024-12-19 20:16:37.298856000,""31"",""20"",""DHT11"""
"2024-12-19 20:13:55.273947000,""32"",""19"",""DHT11"""
"2024-12-19 20:08:36.680968000,""33"",""19"",""DHT11"""
"2024-12-19 17:23:21.693784000,""4"",""20"",""DHT11"""
"2024-12-19 17:35:29.463822000,""37"",""19"",""DHT11"""
"2024-12-19 17:26:22.669309000,""37"",""20"",""DHT11"""
"2024-12-19 20:11:08.575740000,""33"",""19"",""DHT11"""
"2024-12-19 20:02:51.857379000,""2"",""19"",""DHT11"""
"2024-12-19 20:20:20.087155000,""32"",""20"",""DHT11"""
"2024-12-19 17:28:44.915606000,""35"",""20"",""DHT11"""
"2024-12-19 20:11:51.532899000,""32"",""20"",""DHT11"""
"2024-12-19 20:07:46.601606000,""32"",""19"",""DHT11"""
"2024-12-19 20:03:44.899152000,""33"",""19"",""DHT11"""
"2024-12-19 20:24:32.483181000,""31"",""19"",""DHT11"""
"2024-12-19 20:22:36.643915000,""25"",""19"",""DHT11"""
"2024-12-19 20:12:28.318271000,""28"",""19"",""DHT11"""
"2024-12-19 20:09:29.874289000,""28"",""19"",""DHT11"""
"2024-12-19 20:13:16.534200000,""5"",""19"",""DHT11"""
"2024-12-19 17:13:38.360199000,""35"",""20"",""DHT11"""
"2024-12-19 00:47:59.165567000,""23"",""20"",""DHT11"""
"2024-12-19 17:24:09.488616000,""35"",""20"",""DHT11"""
"2024-12-19 20:01:56.502710000,""1"",""19"",""DHT11"""
"2024-12-19 17:07:11.280094000,""1"",""19"",""DHT11"""
"2024-12-19 20:23:57.942329000,""31"",""19"",""DHT11"""
"2024-12-19 17:11:09.971479000,""4"",""19"",""DHT11"""
"2024-12-19 20:17:32.751220000,""28"",""20"",""DHT11"""
"2024-12-19 17:22:20.643276000,""3"",""20"",""DHT11"""
"2024-12-19 20:14:01.716824000,""32"",""19"",""DHT11"""
"2024-12-19 20:05:58.011693000,""33"",""19"",""DHT11"""
"2024-12-19 20:25:46.969474000,""32"",""19"",""DHT11"""
"2024-12-19 17:13:36.081153000,""1"",""20"",""DHT11"""
"2024-12-19 00:47:25.366057000,""23"",""20"",""DHT11"""
"2024-12-19 00:45:17.157836000,""23"",""19"",""DHT11"""
"2024-12-19 20:18:01.685480000,""5"",""20"",""DHT11"""
"2024-12-19 20:19:06.335479000,""34"",""20"",""DHT11"""
"2024-12-19 20:15:05.097632000,""33"",""19"",""DHT11"""
"2024-12-19 20:23:04.755663000,""28"",""19"",""DHT11"""
"2024-12-19 20:21:38.578507000,""32"",""19"",""DHT11"""
"2024-12-19 20:06:20.373346000,""34"",""19"",""DHT11"""
"2024-12-19 20:26:21.485274000,""31"",""19"",""DHT11"""
"2024-12-19 20:23:06.657231000,""34"",""19"",""DHT11"""
"2024-12-19 17:30:22.432098000,""1"",""20"",""DHT11"""
"2024-12-19 20:01:12.140982000,""1"",""19"",""DHT11"""
"2024-12-19 20:09:49.263698000,""35"",""19"",""DHT11"""
"2024-12-19 20:21:01.324104000,""32"",""20"",""DHT11"""
"2024-12-19 17:34:36.138676000,""33"",""20"",""DHT11"""
"2024-12-19 20:26:20.346604000,""31"",""19"",""DHT11"""
"2024-12-19 20:06:21.131921000,""32"",""19"",""DHT11"""
"2024-12-19 20:15:24.095629000,""4"",""19"",""DHT11"""
"2024-12-19 20:16:23.261691000,""32"",""20"",""DHT11"""
"2024-12-19 17:17:03.327330000,""35"",""20"",""DHT11"""
"2024-12-19 17:12:02.399566000,""1"",""19"",""DHT11"""
"2024-12-19 17:28:49.468829000,""35"",""20"",""DHT11"""
"2024-12-19 20:05:27.582895000,""32"",""19"",""DHT11"""
"2024-12-19 20:15:08.138110000,""31"",""19"",""DHT11"""
"2024-12-19 20:21:33.013766000,""33"",""19"",""DHT11"""
"2024-12-19 17:27:46.172865000,""1"",""20"",""DHT11"""
"2024-12-19 17:12:50.822368000,""1"",""19"",""DHT11"""
"2024-12-19 17:12:07.322683000,""3"",""19"",""DHT11"""
"2024-12-19 17:16:38.938251000,""37"",""20"",""DHT11"""
"2024-12-19 20:02:55.273750000,""35"",""19"",""DHT11"""
"2024-12-19 17:35:12.763561000,""34"",""20"",""DHT11"""
"2024-12-19 17:33:06.742530000,""35"",""20"",""DHT11"""
"2024-12-19 20:04:41.259167000,""5"",""19"",""DHT11"""
"2024-12-19 17:25:39.156073000,""33"",""20"",""DHT11"""
"2024-12-19 20:20:22.225000000,""34"",""20"",""DHT11"""
"2024-12-19 20:10:55.893520000,""28"",""19"",""DHT11"""
"2024-12-19 20:07:43.178483000,""32"",""19"",""DHT11"""
"2024-12-19 20:00:29.966593000,""4"",""19"",""DHT11"""
"2024-12-19 17:26:18.873801000,""31"",""20"",""DHT11"""
"2024-12-19 20:05:05.552898000,""33"",""19"",""DHT11"""
"2024-12-19 20:10:03.926537000,""28"",""20"",""DHT11"""
"2024-12-19 17:16:38.316544000,""34"",""20"",""DHT11"""
"2024-12-19 20:07:08.203383000,""31"",""19"",""DHT11"""
"2024-12-19 00:45:52.798277000,""20"",""19"",""DHT11"""
"2024-12-19 20:22:04.760654000,""33"",""19"",""DHT11"""
"2024-12-19 17:22:24.435536000,""2"",""20"",""DHT11"""
"2024-12-19 00:47:16.257352000,""23"",""20"",""DHT11"""
"2024-12-19 20:04:14.263134000,""35"",""19"",""DHT11"""
"2024-12-19 20:07:17.708657000,""28"",""19"",""DHT11"""
"2024-12-19 20:23:30.611306000,""33"",""19"",""DHT11"""
"2024-12-19 00:47:06.772304000,""23"",""20"",""DHT11"""
"2024-12-19 17:24:09.868973000,""37"",""20"",""DHT11"""
"2024-12-19 20:11:39.367847000,""28"",""20"",""DHT11"""
"2024-12-19 20:16:22.503357000,""31"",""20"",""DHT11"""
"2024-12-19 17:15:52.954847000,""37"",""20"",""DHT11"""
"2024-12-19 17:30:55.833982000,""6"",""20"",""DHT11"""
"2024-12-19 17:25:43.573693000,""35"",""20"",""DHT11"""
"2024-12-19 17:17:47.358168000,""37"",""20"",""DHT11"""
"2024-12-19 20:17:07.292906000,""5"",""20"",""DHT11"""
"2024-12-19 20:17:33.890287000,""6"",""20"",""DHT11"""
"2024-12-19 20:02:11.913055000,""37"",""19"",""DHT11"""
"2024-12-19 17:27:07.213847000,""1"",""20"",""DHT11"""
"2024-12-19 20:17:00.839554000,""31"",""20"",""DHT11"""
"2024-12-19 20:00:28.587318000,""37"",""19"",""DHT11"""
"2024-12-19 20:00:43.980956000,""37"",""19"",""DHT11"""
"2024-12-19 17:24:53.553071000,""35"",""20"",""DHT11"""
"2024-12-19 00:46:30.371380000,""20"",""20"",""DHT11"""
"2024-12-19 17:21:32.162490000,""1"",""19"",""DHT11"""
"2024-12-19 20:27:09.116841000,""31"",""19"",""DHT11"""
"2024-12-19 00:48:02.586275000,""1"",""20"",""DHT11"""
"2024-12-19 20:16:04.682962000,""31"",""20"",""DHT11"""
"2024-12-19 20:08:51.488147000,""34"",""19"",""DHT11"""
"2024-12-19 20:09:01.742817000,""28"",""19"",""DHT11"""
"2024-12-19 17:27:26.402908000,""4"",""20"",""DHT11"""
"2024-12-19 20:16:27.057097000,""33"",""20"",""DHT11"""
"2024-12-19 17:30:17.252281000,""37"",""20"",""DHT11"""
"2024-12-19 17:32:32.992788000,""34"",""20"",""DHT11"""
"2024-12-19 17:12:24.396667000,""37"",""19"",""DHT11"""
"2024-12-19 20:24:47.060354000,""28"",""19"",""DHT11"""
"2024-12-19 20:14:23.341000000,""33"",""19"",""DHT11"""
"2024-12-19 20:22:12.732819000,""33"",""19"",""DHT11"""
"2024-12-19 20:19:42.426907000,""5"",""20"",""DHT11"""
"2024-12-19 20:07:47.742335000,""35"",""19"",""DHT11"""
"2024-12-19 20:14:07.778646000,""32"",""19"",""DHT11"""
"2024-12-19 20:25:26.837502000,""32"",""19"",""DHT11"""
"2024-12-19 20:12:09.721768000,""26"",""19"",""DHT11"""
"2024-12-19 17:24:46.097047000,""37"",""20"",""DHT11"""
"2024-12-19 00:47:12.465136000,""23"",""20"",""DHT11"""
"2024-12-19 17:11:46.477779000,""1"",""19"",""DHT11"""
"2024-12-19 17:23:14.864395000,""9"",""20"",""DHT11"""
"2024-12-19 20:09:55.727109000,""31"",""20"",""DHT11"""
"2024-12-19 20:21:14.238126000,""34"",""20"",""DHT11"""
"2024-12-19 17:12:16.665894000,""37"",""19"",""DHT11"""
"2024-12-19 20:04:38.603246000,""7"",""19"",""DHT11"""
"2024-12-19 17:29:33.437154000,""37"",""20"",""DHT11"""
"2024-12-19 17:35:44.039862000,""37"",""20"",""DHT11"""
"2024-12-19 17:21:27.238105000,""1"",""19"",""DHT11"""
"2024-12-19 20:03:48.843578000,""33"",""19"",""DHT11"""
"2024-12-19 20:12:47.894802000,""32"",""19"",""DHT11"""
"2024-12-19 20:18:41.036285000,""28"",""20"",""DHT11"""
"2024-12-19 20:15:43.475395000,""34"",""20"",""DHT11"""
"2024-12-19 20:12:50.935492000,""31"",""19"",""DHT11"""
"2024-12-19 17:22:32.161197000,""37"",""20"",""DHT11"""
"2024-12-19 20:26:35.915198000,""28"",""19"",""DHT11"""
"2024-12-19 20:20:06.058252000,""33"",""20"",""DHT11"""
"2024-12-19 00:45:33.074514000,""23"",""19"",""DHT11"""
"2024-12-19 17:13:59.240892000,""33"",""20"",""DHT11"""
"2024-12-19 00:55:53.726510000,""23"",""19"",""DHT11"""
"2024-12-19 17:28:52.498259000,""1"",""20"",""DHT11"""
"2024-12-19 20:27:09.356131000,""28"",""19"",""DHT11"""
"2024-12-19 17:29:53.563962000,""34"",""20"",""DHT11"""
"2024-12-19 17:18:14.958400000,""35"",""20"",""DHT11"""
"2024-12-19 20:03:41.237059000,""34"",""19"",""DHT11"""
"2024-12-19 20:03:58.352656000,""37"",""19"",""DHT11"""
"2024-12-19 20:09:13.144978000,""32"",""19"",""DHT11"""
"2024-12-19 00:45:05.027992000,""23"",""19"",""DHT11"""
"2024-12-19 20:18:55.327858000,""32"",""20"",""DHT11"""
"2024-12-19 20:08:25.677210000,""31"",""19"",""DHT11"""
"2024-12-19 17:26:43.575957000,""35"",""20"",""DHT11"""
"2024-12-19 17:07:35.900830000,""1"",""19"",""DHT11"""
"2024-12-19 20:04:52.645750000,""35"",""19"",""DHT11"""
"2024-12-19 20:06:25.683825000,""33"",""19"",""DHT11"""
"2024-12-19 17:33:52.294445000,""34"",""20"",""DHT11"""
"2024-12-19 20:04:56.439591000,""28"",""19"",""DHT11"""
"2024-12-19 20:20:17.290625000,""34"",""20"",""DHT11"""
"2024-12-19 17:33:34.202932000,""34"",""20"",""DHT11"""
"2024-12-19 20:25:16.567574000,""27"",""19"",""DHT11"""
"2024-12-19 20:21:57.935971000,""34"",""19"",""DHT11"""
"2024-12-19 17:15:46.877055000,""37"",""20"",""DHT11"""
"2024-12-19 20:01:17.069294000,""4"",""19"",""DHT11"""
"2024-12-19 20:25:10.484266000,""32"",""19"",""DHT11"""
"2024-12-19 17:12:26.914856000,""1"",""19"",""DHT11"""
"2024-12-19 17:25:49.269180000,""35"",""20"",""DHT11"""
"2024-12-19 20:18:03.198608000,""6"",""20"",""DHT11"""
"2024-12-19 00:48:10.565154000,""20"",""20"",""DHT11"""
"2024-12-19 20:17:40.971126000,""33"",""20"",""DHT11"""
"2024-12-19 17:14:21.280941000,""37"",""20"",""DHT11"""
"2024-12-19 17:24:05.072198000,""35"",""20"",""DHT11"""
"2024-12-19 17:22:38.225733000,""1"",""20"",""DHT11"""
"2024-12-19 20:13:49.597710000,""5"",""19"",""DHT11"""
"2024-12-19 17:21:39.982104000,""1"",""19"",""DHT11"""
"2024-12-19 20:18:32.553152000,""33"",""19"",""DHT11"""
"2024-12-19 17:14:43.314094000,""35"",""20"",""DHT11"""
"2024-12-19 17:19:46.624605000,""37"",""19"",""DHT11"""
"2024-12-19 20:01:01.539414000,""34"",""19"",""DHT11"""
"2024-12-19 20:25:58.338735000,""31"",""19"",""DHT11"""
"2024-12-19 17:18:01.657755000,""35"",""20"",""DHT11"""
"2024-12-19 20:25:10.864634000,""31"",""19"",""DHT11"""
"2024-12-19 17:16:27.537275000,""35"",""20"",""DHT11"""
"2024-12-19 20:26:38.574520000,""28"",""19"",""DHT11"""
"2024-12-19 17:07:16.206143000,""37"",""19"",""DHT11"""
"2024-12-19 17:33:02.950622000,""3"",""20"",""DHT11"""
"2024-12-19 17:33:46.597338000,""34"",""20"",""DHT11"""
"2024-12-19 17:12:40.963538000,""1"",""19"",""DHT11"""
"2024-12-19 20:03:29.837487000,""34"",""19"",""DHT11"""
"2024-12-19 20:22:59.435011000,""31"",""19"",""DHT11"""
"2024-12-19 17:11:57.711758000,""2"",""19"",""DHT11"""
"2024-12-19 17:28:50.606151000,""37"",""20"",""DHT11"""
"2024-12-19 17:12:21.599867000,""1"",""19"",""DHT11"""
"2024-12-19 20:23:31.132556000,""28"",""19"",""DHT11"""
"2024-12-19 20:11:17.699815000,""28"",""19"",""DHT11"""
"2024-12-19 17:34:15.227505000,""7"",""20"",""DHT11"""
"2024-12-19 20:07:18.469474000,""28"",""19"",""DHT11"""
"2024-12-19 17:17:11.291395000,""1"",""20"",""DHT11"""
"2024-12-19 17:33:55.713102000,""32"",""20"",""DHT11"""
"2024-12-19 20:26:51.872797000,""32"",""19"",""DHT11"""
"2024-12-19 20:05:16.183957000,""34"",""19"",""DHT11"""
"2024-12-19 17:17:16.843992000,""37"",""20"",""DHT11"""
"2024-12-19 20:15:35.110181000,""3"",""19"",""DHT11"""
"2024-12-19 20:13:29.458573000,""32"",""19"",""DHT11"""
"2024-12-19 20:21:29.827953000,""32"",""20"",""DHT11"""
"2024-12-19 17:16:04.491392000,""4"",""20"",""DHT11"""
"2024-12-19 17:24:22.156637000,""34"",""20"",""DHT11"""
"2024-12-19 17:12:08.082042000,""7"",""19"",""DHT11"""
"2024-12-19 17:22:06.497108000,""9"",""20"",""DHT11"""
"2024-12-19 20:13:58.684082000,""33"",""19"",""DHT11"""
"2024-12-19 20:24:08.947733000,""28"",""19"",""DHT11"""
"2024-12-19 00:45:09.816670000,""23"",""19"",""DHT11"""
"2024-12-19 17:17:15.704859000,""1"",""20"",""DHT11"""
"2024-12-19 20:18:29.515405000,""32"",""19"",""DHT11"""
"2024-12-19 17:25:50.408926000,""1"",""20"",""DHT11"""
"2024-12-19 20:19:54.179833000,""35"",""20"",""DHT11"""
"2024-12-19 20:10:19.218403000,""33"",""19"",""DHT11"""
"2024-12-19 20:06:36.689068000,""34"",""19"",""DHT11"""
"2024-12-19 17:24:33.793396000,""35"",""20"",""DHT11"""
"2024-12-19 17:32:12.231396000,""6"",""20"",""DHT11"""
"2024-12-19 17:31:30.709606000,""35"",""20"",""DHT11"""
"2024-12-19 17:28:57.797869000,""1"",""20"",""DHT11"""
"2024-12-19 20:19:09.373950000,""33"",""20"",""DHT11"""
"2024-12-19 17:21:18.766022000,""37"",""19"",""DHT11"""
"2024-12-19 17:24:13.047128000,""33"",""20"",""DHT11"""
"2024-12-19 20:09:07.439984000,""28"",""19"",""DHT11"""
"2024-12-19 20:21:35.916584000,""31"",""19"",""DHT11"""
"2024-12-19 20:26:39.093851000,""31"",""19"",""DHT11"""
"2024-12-19 20:21:03.602085000,""32"",""20"",""DHT11"""
"2024-12-19 20:13:07.409972000,""5"",""19"",""DHT11"""
"2024-12-19 17:14:29.885924000,""37"",""20"",""DHT11"""
"2024-12-19 20:16:51.722121000,""33"",""20"",""DHT11"""
"2024-12-19 20:15:31.690145000,""7"",""19"",""DHT11"""
"2024-12-19 17:33:35.960532000,""7"",""20"",""DHT11"""
"2024-12-19 20:03:49.604216000,""34"",""19"",""DHT11"""
"2024-12-19 17:11:06.943661000,""37"",""19"",""DHT11"""
"2024-12-19 20:26:03.271241000,""31"",""19"",""DHT11"""
"2024-12-19 17:34:36.382052000,""37"",""20"",""DHT11"""
"2024-12-19 20:21:25.023964000,""27"",""20"",""DHT11"""
"2024-12-19 00:55:53.104896000,""23"",""19"",""DHT11"""
"2024-12-19 20:02:18.868143000,""6"",""19"",""DHT11"""
"2024-12-19 20:02:14.701043000,""8"",""19"",""DHT11"""
"2024-12-19 20:06:32.134176000,""4"",""19"",""DHT11"""
"2024-12-19 20:09:44.320601000,""28"",""20"",""DHT11"""
"2024-12-19 17:30:58.858149000,""34"",""20"",""DHT11"""
"2024-12-19 20:00:39.570716000,""7"",""19"",""DHT11"""
"2024-12-19 20:16:24.020426000,""33"",""20"",""DHT11"""
"2024-12-19 17:17:23.676300000,""37"",""20"",""DHT11"""
"2024-12-19 20:16:30.468655000,""31"",""20"",""DHT11"""
"2024-12-19 20:14:05.506245000,""31"",""19"",""DHT11"""
"2024-12-19 20:00:48.907303000,""37"",""19"",""DHT11"""
"2024-12-19 17:18:16.240232000,""35"",""20"",""DHT11"""
"2024-12-19 17:35:04.418056000,""1"",""20"",""DHT11"""
"2024-12-19 20:22:03.622654000,""34"",""19"",""DHT11"""
"2024-12-19 20:20:27.918820000,""31"",""20"",""DHT11"""
"2024-12-19 17:11:20.331284000,""37"",""19"",""DHT11"""
"2024-12-19 17:26:07.490067000,""33"",""20"",""DHT11"""
"2024-12-19 20:08:01.797815000,""33"",""19"",""DHT11"""
"2024-12-19 17:33:33.303614000,""35"",""20"",""DHT11"""
"2024-12-19 17:22:02.714135000,""4"",""19"",""DHT11"""
"2024-12-19 17:22:11.920743000,""4"",""20"",""DHT11"""
"2024-12-19 17:34:50.771440000,""34"",""20"",""DHT11"""
"2024-12-19 17:25:00.740598000,""35"",""20"",""DHT11"""
"2024-12-19 20:04:55.300328000,""1"",""19"",""DHT11"""
"2024-12-19 20:05:48.114326000,""34"",""19"",""DHT11"""
"2024-12-19 20:03:48.463299000,""34"",""19"",""DHT11"""
"2024-12-19 20:11:45.450806000,""4"",""20"",""DHT11"""
"2024-12-19 20:24:04.391958000,""31"",""19"",""DHT11"""
"2024-12-19 20:15:45.989202000,""3"",""20"",""DHT11"""
"2024-12-19 20:22:14.249935000,""32"",""19"",""DHT11"""
"2024-12-19 17:24:20.501848000,""1"",""20"",""DHT11"""
"2024-12-19 17:35:32.503592000,""34"",""19"",""DHT11"""
"2024-12-19 20:20:39.300214000,""28"",""20"",""DHT11"""
"2024-12-19 20:23:33.035082000,""26"",""19"",""DHT11"""
"2024-12-19 17:32:50.443169000,""34"",""20"",""DHT11"""
"2024-12-19 17:25:52.683782000,""34"",""20"",""DHT11"""
"2024-12-19 17:12:46.035382000,""1"",""19"",""DHT11"""
"2024-12-19 20:23:34.796142000,""6"",""19"",""DHT11"""
"2024-12-19 20:19:37.484935000,""4"",""20"",""DHT11"""
"2024-12-19 17:35:11.624770000,""35"",""20"",""DHT11"""
"2024-12-19 17:12:24.016348000,""37"",""19"",""DHT11"""
"2024-12-19 17:34:03.073316000,""33"",""20"",""DHT11"""
"2024-12-19 20:20:03.027536000,""32"",""20"",""DHT11"""
"2024-12-19 20:26:06.067450000,""28"",""19"",""DHT11"""
"2024-12-19 17:34:32.571639000,""35"",""20"",""DHT11"""
"2024-12-19 17:25:04.902259000,""37"",""20"",""DHT11"""
"2024-12-19 20:11:23.020675000,""28"",""19"",""DHT11"""
"2024-12-19 17:27:52.246274000,""1"",""20"",""DHT11"""
"2024-12-19 17:13:18.864680000,""37"",""19"",""DHT11"""
"2024-12-19 20:21:12.718959000,""3"",""20"",""DHT11"""
"2024-12-19 17:24:08.350499000,""33"",""20"",""DHT11"""
"2024-12-19 17:33:12.432057000,""1"",""20"",""DHT11"""
"2024-12-19 17:16:12.712741000,""37"",""20"",""DHT11"""
"2024-12-19 17:35:18.832785000,""37"",""19"",""DHT11"""
"2024-12-19 20:26:11.240143000,""28"",""19"",""DHT11"""
"2024-12-19 20:21:25.642402000,""32"",""20"",""DHT11"""
"2024-12-19 17:07:21.127682000,""1"",""19"",""DHT11"""
"2024-12-19 17:34:53.180481000,""32"",""20"",""DHT11"""
"2024-12-19 20:15:41.191906000,""32"",""20"",""DHT11"""
"2024-12-19 20:09:37.482819000,""33"",""20"",""DHT11"""
"2024-12-19 20:25:47.725788000,""1"",""19"",""DHT11"""
"2024-12-19 17:28:45.295937000,""37"",""20"",""DHT11"""
"2024-12-19 20:01:36.778013000,""1"",""19"",""DHT11"""
"2024-12-19 00:40:09.653604000,""23"",""19"",""DHT11"""
"2024-12-19 17:26:19.009189000,""1"",""20"",""DHT11"""
"2024-12-19 20:19:35.206612000,""32"",""20"",""DHT11"""
"2024-12-19 20:03:53.027209000,""35"",""19"",""DHT11"""
"2024-12-19 20:01:16.933532000,""2"",""19"",""DHT11"""
"2024-12-19 17:23:44.453417000,""1"",""20"",""DHT11"""
"2024-12-19 20:21:09.060903000,""28"",""20"",""DHT11"""
"2024-12-19 17:30:59.992954000,""35"",""20"",""DHT11"""
"2024-12-19 00:47:55.366178000,""1"",""20"",""DHT11"""
"2024-12-19 17:14:32.547616000,""34"",""20"",""DHT11"""
"2024-12-19 20:09:06.298988000,""34"",""19"",""DHT11"""
"2024-12-19 17:32:51.958346000,""37"",""20"",""DHT11"""
"2024-12-19 17:33:51.535024000,""33"",""20"",""DHT11"""
"2024-12-19 17:12:47.792022000,""37"",""19"",""DHT11"""
"2024-12-19 20:19:36.346987000,""37"",""20"",""DHT11"""
"2024-12-19 17:11:28.531414000,""1"",""19"",""DHT11"""
"2024-12-19 17:28:07.052329000,""4"",""20"",""DHT11"""
"2024-12-19 00:47:21.190647000,""20"",""20"",""DHT11"""
"2024-12-19 17:30:06.241118000,""37"",""20"",""DHT11"""
"2024-12-19 20:18:52.049688000,""7"",""20"",""DHT11"""
"2024-12-19 17:23:49.144191000,""32"",""20"",""DHT11"""
"2024-12-19 17:27:34.650989000,""3"",""20"",""DHT11"""
"2024-12-19 20:13:20.952726000,""3"",""19"",""DHT11"""
"2024-12-19 17:14:35.968062000,""35"",""20"",""DHT11"""
"2024-12-19 20:12:24.520067000,""28"",""19"",""DHT11"""
"2024-12-19 20:21:14.998821000,""26"",""20"",""DHT11"""
"2024-12-19 20:01:20.100150000,""2"",""19"",""DHT11"""
"2024-12-19 20:05:47.353645000,""32"",""19"",""DHT11"""
"2024-12-19 20:13:42.764290000,""27"",""19"",""DHT11"""
"2024-12-19 20:07:55.737258000,""34"",""19"",""DHT11"""
"2024-12-19 00:45:41.041158000,""20"",""19"",""DHT11"""
"2024-12-19 20:01:24.654890000,""1"",""19"",""DHT11"""
"2024-12-19 20:17:13.371020000,""32"",""19"",""DHT11"""
"2024-12-19 17:17:55.956094000,""1"",""20"",""DHT11"""
"2024-12-19 20:10:00.896732000,""31"",""20"",""DHT11"""
"2024-12-19 20:20:25.641125000,""33"",""20"",""DHT11"""
"2024-12-19 17:21:50.974025000,""1"",""19"",""DHT11"""
"2024-12-19 20:11:29.484998000,""1"",""19"",""DHT11"""
"2024-12-19 17:30:55.212261000,""2"",""20"",""DHT11"""
"2024-12-19 00:40:08.897549000,""29"",""19"",""DHT11"""
"2024-12-19 20:02:59.072051000,""33"",""19"",""DHT11"""
"2024-12-19 20:16:46.785998000,""32"",""20"",""DHT11"""
"2024-12-19 20:19:27.609776000,""37"",""20"",""DHT11"""
"2024-12-19 20:14:06.262520000,""1"",""19"",""DHT11"""
"2024-12-19 17:11:23.980867000,""37"",""19"",""DHT11"""
"2024-12-19 20:16:13.402078000,""4"",""20"",""DHT11"""
"2024-12-19 20:11:31.007740000,""37"",""19"",""DHT11"""
"2024-12-19 20:03:42.378107000,""31"",""19"",""DHT11"""
"2024-12-19 20:17:38.444441000,""33"",""20"",""DHT11"""
"2024-12-19 20:20:11.601471000,""4"",""20"",""DHT11"""
"2024-12-19 20:26:57.574690000,""31"",""19"",""DHT11"""
"2024-12-19 17:32:01.458911000,""35"",""20"",""DHT11"""
"2024-12-19 17:31:21.989562000,""34"",""20"",""DHT11"""
"2024-12-19 20:09:26.452768000,""32"",""19"",""DHT11"""
"2024-12-19 20:09:38.243888000,""31"",""19"",""DHT11"""
"2024-12-19 00:45:26.252528000,""23"",""19"",""DHT11"""
"2024-12-19 20:17:46.024324000,""27"",""20"",""DHT11"""
"2024-12-19 17:29:47.865831000,""37"",""20"",""DHT11"""
"2024-12-19 20:16:10.753525000,""2"",""20"",""DHT11"""
"2024-12-19 17:34:16.986081000,""3"",""20"",""DHT11"""
"2024-12-19 17:15:51.815097000,""34"",""20"",""DHT11"""
"2024-12-19 17:22:23.056143000,""3"",""20"",""DHT11"""
"2024-12-19 17:24:49.376419000,""35"",""20"",""DHT11"""
"2024-12-19 17:12:10.978017000,""2"",""19"",""DHT11"""
"2024-12-19 20:23:21.485501000,""27"",""19"",""DHT11"""
"2024-12-19 20:26:01.754060000,""27"",""19"",""DHT11"""
"2024-12-19 17:21:41.876592000,""37"",""19"",""DHT11"""
"2024-12-19 17:07:22.264678000,""2"",""19"",""DHT11"""
"2024-12-19 20:00:30.481917000,""1"",""19"",""DHT11"""
"2024-12-19 20:27:22.666513000,""26"",""19"",""DHT11"""
"2024-12-19 20:10:09.366744000,""34"",""20"",""DHT11"""
"2024-12-19 17:14:38.393745000,""37"",""20"",""DHT11"""
"2024-12-19 20:02:20.378943000,""7"",""19"",""DHT11"""
"2024-12-19 20:27:14.300441000,""27"",""19"",""DHT11"""
"2024-12-19 17:30:33.206763000,""34"",""20"",""DHT11"""
"2024-12-19 20:22:17.282847000,""4"",""19"",""DHT11"""
"2024-12-19 20:21:27.165776000,""28"",""20"",""DHT11"""
"2024-12-19 20:15:16.498775000,""32"",""20"",""DHT11"""
"2024-12-19 20:13:54.515559000,""32"",""19"",""DHT11"""
"2024-12-19 20:26:36.674991000,""27"",""19"",""DHT11"""
"2024-12-19 17:14:50.747747000,""35"",""20"",""DHT11"""
"2024-12-19 20:22:15.388477000,""32"",""19"",""DHT11"""
"2024-12-19 20:15:50.912062000,""33"",""20"",""DHT11"""
"2024-12-19 20:02:50.958883000,""35"",""19"",""DHT11"""
"2024-12-19 17:16:30.579677000,""37"",""20"",""DHT11"""
"2024-12-19 20:17:08.812645000,""31"",""19"",""DHT11"""
"2024-12-19 20:19:29.888550000,""4"",""20"",""DHT11"""
"2024-12-19 20:05:22.642662000,""32"",""19"",""DHT11"""
"2024-12-19 20:14:39.912124000,""31"",""19"",""DHT11"""
"2024-12-19 17:29:28.879731000,""37"",""20"",""DHT11"""
"2024-12-19 20:18:35.585915000,""34"",""20"",""DHT11"""
"2024-12-19 20:23:29.471336000,""34"",""19"",""DHT11"""
"2024-12-19 17:13:49.369839000,""1"",""20"",""DHT11"""
"2024-12-19 17:24:02.277289000,""8"",""20"",""DHT11"""
"2024-12-19 00:48:01.446493000,""25"",""20"",""DHT11"""
"2024-12-19 17:32:36.411483000,""3"",""20"",""DHT11"""
"2024-12-19 17:23:35.726325000,""1"",""20"",""DHT11"""
"2024-12-19 17:13:48.231071000,""37"",""20"",""DHT11"""
"2024-12-19 20:17:49.050451000,""2"",""20"",""DHT11"""
"2024-12-19 20:08:34.024302000,""4"",""19"",""DHT11"""
